"","model","testletid","itemid","alphabet","A","B","C","D","item_prompt","response","cleaned_response","correct_response","correct","stringdist","model_short","participant_id","participant_group","exclude","exclude_comment","copy_A","copy_B","copy_C","empty","copy_rule","literal_rule_response","one_rule_rep_response","one_rule_predsuc_response","incorrect_rule_repetition_1_response","incorrect_rule_repetition_2_response","incorrect_rule_successor_1_response","incorrect_rule_successor_2_response","incorrect_rule_predecessor_1_response","incorrect_rule_predecessor_2_response","literal_rule","one_rep_rule","one_predsuc_rule","one_rule","incorrect_rule_repetition_1","incorrect_rule_repetition_2","incorrect_rule_successor_1","incorrect_rule_successor_2","incorrect_rule_predecessor_1","incorrect_rule_predecessor_2","incorrect_rule_rep","incorrect_rule_suc","incorrect_rule_pre","incorrect_rule","other_rule","sum_rules"
"4949",NA,NA,1001,"Symbol","* @","* %","~ $","~ {",NA,"~ {","~ {","~ {",1,0,NA,"4006","Adults","include","include",0,0,0,0,0,"~ %","","","~ $ $","~ ~ $ $","~ {","~ =","# $","^ $",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4950",NA,NA,1001,"Symbol","* @","* %","~ $","~ {",NA,"~ {","~ {","~ {",1,0,NA,"3968","Adults","include","include",0,0,0,0,0,"~ %","","","~ $ $","~ ~ $ $","~ {","~ =","# $","^ $",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4951",NA,NA,1001,"Symbol","* @","* %","~ $","~ {",NA,"~ {","~ {","~ {",1,0,NA,"4020","Adults","include","include",0,0,0,0,0,"~ %","","","~ $ $","~ ~ $ $","~ {","~ =","# $","^ $",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4952",NA,NA,1001,"Symbol","* @","* %","~ $","~ {",NA,"~ {","~ {","~ {",1,0,NA,"4026","Adults","include","include",0,0,0,0,0,"~ %","","","~ $ $","~ ~ $ $","~ {","~ =","# $","^ $",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4953",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3730","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4954",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3743","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4955",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3752","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4956",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3760","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4957",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3762","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4958",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3766","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4959",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3771","Children","maybe","answered < 40% of Latin alphabet items correctly",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4960",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3772","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4961",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3779","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4962",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3785","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4963",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3795","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4964",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ]","? ? ]","? ? ] ]",0,2,NA,"3790","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4965",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3798","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4966",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3799","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4967",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3801","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4968",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3800","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4969",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"",NA,"? ? ] ]",0,NA,NA,"3803","Children","include","",NA,NA,NA,1,NA,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"4970",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3807","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4971",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3809","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4972",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3808","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4973",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"~ {","~ {","? ? ] ]",0,6,NA,"3813","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4974",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3821","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4975",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ] ]","? ] ]","? ? ] ]",0,2,NA,"3832","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4976",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3837","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4977",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? : :","? : :","? ? ] ]",0,4,NA,"3831","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
"4978",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3844","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4979",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3843","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4980",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3845","Children","maybe","answered < 40% of Latin alphabet items correctly",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4981",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ^ ^","? ? ^ ^","? ? ] ]",0,2,NA,"3846","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4982",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3848","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4983",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3862","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4984",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3863","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4985",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3864","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4986",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3865","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4987",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3872","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4988",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ]","? ]","? ? ] ]",0,4,NA,"3867","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4989",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3873","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4990",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ]","? ]","? ? ] ]",0,4,NA,"3871","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4991",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3874","Children","include","",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4992",NA,NA,1002,"Symbol","%!","%%^^","?:","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3895","Adults","include","include",0,0,0,0,0,"?: ?: %%^^","?: ?:","?)","?: ?:","?: ?:","?)","?*","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4993",NA,NA,1002,"Symbol","%!","%%^^","?:","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3896","Adults","include","include",0,0,0,0,0,"?: ?: %%^^","?: ?:","?)","?: ?:","?: ?:","?)","?*","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4994",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3912","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4995",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ^ ^","? ? ^ ^","? ? ] ]",0,2,NA,"3916","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4996",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3918","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4997",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3931","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4998",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3932","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4999",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3935","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5000",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3947","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5001",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3948","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5002",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3949","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5003",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3952","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5004",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3957","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5005",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3950","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5006",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3959","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5007",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3956","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5008",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3961","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5009",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3963","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5010",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3964","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5011",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3969","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5012",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3967","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5013",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3965","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5014",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3971","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5015",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3970","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5016",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3982","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5017",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3973","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5018",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3977","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5019",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3978","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5020",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3975","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5021",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3983","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5022",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3974","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5023",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3953","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5024",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3962","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5025",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3972","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5026",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3976","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5027",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3986","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5028",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3992","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5029",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3980","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5030",NA,NA,1002,"Symbol","% !","% % ^ ^","? :","? ? ] ]",NA,"? ? ] ]","? ? ] ]","? ? ] ]",1,0,NA,"3990","Adults","include","include",0,0,0,0,0,"? ? ^ ^","? ? : :","? )","? : :","? ? : :","? )","? *","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
